"language";"replies_count";"likes_count";"retweet";"tweet";"id";"conversation_id";"created_at";"date";"time";"user_id";"username";"name";"mentions";"urls";"photos";"retweets_count";"hashtags";"cashtags";"link";"quote_url";"video";"thumbnail";"near";"geo";"source";"user_rt_id";"user_rt";"retweet_id";"reply_to";"retweet_date";"translate";"trans_src";"trans_dest"
"in";0;0;"False";"Covid varian baru - kasus naik - ppkm (kalo ga ganti istilah lain lagi) - protes masyarakat - RS penuh - ekonomi amburadul - pemerintah ngadi adi bikin emosi - berita isinya covid terus - dan lalalalalanyaâ€¦  Udah kebaca.";"1465699931113492497";1.46569993111349248E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"22:11:09";"338171105";"estifebri";"ESTIFF";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/estifebri/status/1465699931113492497";;0;;;;;;;;"[]";;;;
"in";0;0;"False";"Covid dan Teroris, dua berita Hoax yg selalu dibesarkan para badut.";"1465698041977978888";1.46569804197797888E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"22:03:39";"277423834";"prince_maharock";"IHSAN BUDIARTO ðŸ‡µðŸ‡¸";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/Prince_MahaRock/status/1465698041977978888";;0;;;;;;;;"[]";;;;
"in";0;2;"False";"'''Hal ini dibuktikan dengan jumlah kasus covid yang terus terjaga pada tingkat yang cukup rendah. Kasus konfirmasi terus ditekan dan penurunannya ada di angka 99 persen sejak puncak kasus bulan Juli lalu,'' kata Luhut, Senin (29/11/2021).  https://t.co/AAgpZHPvwy ";"1465691160244936713";1.4656911602449367E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:36:18";"275580050";"infopublikip";"Portal Berita Info Publik";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Ini merupakan momentum bagi Indonesia untuk dapat meningkatkan diplomasi perekonomian melalui pembentukan arsitektur perekonomian dan kesehatan global pasca pandemi COVID-19.  https://t.co/RigF1JfjAG ";"1465690256276004874";1.46569025627600486E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:32:42";"275580050";"infopublikip";"Portal Berita Info Publik";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"â€œAgar masyarakat Indonesia diminta untuk meningkatkan kewaspadaan dan pencegahan dengan tetap mematuhi prokes yang berlaku dan menyegerakan vaksinasi COVID-19,â€? kata Jane.  https://t.co/K3muqx1IBR ";"1465689219934736391";1.46568921993473638E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:28:35";"275580050";"infopublikip";"Portal Berita Info Publik";;;;;;;;;;;;;;;;;;;;;
"in";0;0;"False";"Lagi belajar,  dr rico: wah udah ada berita kasus covid di jakarta melonjak ni.  riyan-san (kakak kandung dr rico) Riyan-san: dapat berita drmn kau?  Dr rico: grup wa keluarga  Riyan-san: ah hoax berati. Semua yg dari wag keluarga hoax biasanya.  ðŸ˜‚ðŸ˜‚";"1465688977965416453";1.46568897796541645E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:27:38";"251054888";"budakoceng";"wi";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/budakoceng/status/1465688977965416453";;0;;;;;;;;"[]";;;;
"in";1;0;"False";"Barusan liat berita ada wni 11 orang baru balik dari negara yg ada kasus covid varian paling mantep. . . . . . .";"1465688265051107334";1.46568826505110733E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:24:48";"1433493661409415182";"pikiranjam1pagi";"anak tengah";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/pikiranjam1pagi/status/1465688265051107334";;0;;;;;;;;"[]";;;;
"in";0;2;"False";"Penang opposition state assemblymen have urged the state government to avoid petty politics amid the Covid-19 pandemic and requested equal allocations to all lawmakers irrespective of their parties. ";"1465688197795500040";1.46568819779550003E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:24:32";"1443535348877783042";"dailypenang";"Penang daily conversations";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Health director-general Tan Sri Dr ";"1465686343443365892";1.46568634344336589E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:17:10";"1374664829554757632";"melakasaya";"Saya Anak Melaka";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Tiada kes penularan varian baharu COVID-19, Omicron dikesan di Perak, seperti yang didakwa segelintir pihak. ";"1465683729825734661";1.46568372982573466E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"21:06:46";"1373987973096644609";"insightperak";"Perak Insight";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Perkembangan Data Kasus dan Vaksinasi COVID-19 di Jakarta per 30 November 2021  ";"1465677409282236418";1.46567740928223642E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"20:41:39";"213204035";"beritajakarta";"Berita Jakarta";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Waspadai Kasus Covid-19 Melonjak, Polri Gelar Operasi Kontijensi Selama Nataru    ";"1465669458647674882";1.46566945864767488E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"20:10:04";"47274731";"okezonenews";"Okezone";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Aplikasi permainan ini memiliki fitur mini games mengenai Covid-19, penilaian skor, serta mengunggah skor ke media sosial.  Simak berita selengkapnya di  https://t.co/faUnKiaOKy  ";"1465669165767802881";1.46566914892761907E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"20:08:54";"306613537";"its_campus";"Institut Teknologi Sepuluh Nopember";;;;;;;;;;;;;;;;;;;;;
"in";0;0;"False";"Pegi hospital pun tak boleh melawat musim2 covid ni.  In fact...aku baru habis kuarantin. FIL &amp; MIL aku positive.. pastu husband aku.   Dah reda elok semua...dpt berita pasal mak aku. Aku downðŸ˜­";"1465655793340936195";1.46565579334093619E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"19:15:46";"426752949";"hzrhnrd";"Dealova";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/hzrhnrd/status/1465655793340936195";;0;;;;;;;;"[]";;;;
"in";0;0;"False";"Bacot sekali anda. Berita kek gini di angkat. BTS aku gak bakal mau juga sih kalau di negaranya masih ada covid wkwkwk. Gak pakai thinking kalau nyocot nih";"1465645253361238017";1.46564525336123802E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"18:33:53";"542104891";"xjkvn137";"ð??Œð??«ð??¬. ð??™ð??š ð??Šð??¢ð??¦ð??’ð??£â?·";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/xjkvn137/status/1465645253361238017";"https://twitter.com/detikcom/status/1465538883052097540";0;;;;;;;;"[]";;;;
"in";0;2;"False";"Berita Terkini ";"1465644930060079113";1.4656449300600791E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"18:32:36";"1195880676395900934";"omarterimzi";"Ahmad Terimzi Omar";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Satgas Penanganan COVID-19 Sulawesi Selatan (Sulsel) mulai memantau perkembangan varian terbaru Virus Corona, yakni B.1.1.529 atau Omicron. ";"1465644277711712256";1.46564427771171226E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"18:30:00";"986683928";"layarnews_";"Layar.news";;;;;;;;;;;;;;;;;;;;;
"in";0;0;"False";"Emang bukan typical orang yang hobi liburan sih tp tetep sedih tiap baca berita lunjakan covid atau semua bad news tentang covid";"1465637290177302532";1.46563729017730253E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"18:02:14";"2506619569";"queenrfr";"Queen Raissa";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/queenrfr/status/1465637290177302532";;0;;;;;;;;"[]";;;;
"in";0;2;"False";"Berita : Pemerintah konsisten penuhi stok vaksin COVID-19 bagi masyarakat  https://t.co/Q7gKc2fYTL ";"1465637275400687623";1.46563727540068762E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"18:02:11";"134797415";"radiocitrafm";"Citrafm Lubuklinggau";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Kementerian Ketenagakerjaan (MOL) membuka program khusus perekrutan PMA pada pertengahan November dan belum lama ini mengumumkan mulai bulan Desember, majikan harus membeli asuransi kesehatan COVID-19 sebelum PMA tiba di Taiwan.  https://t.co/4JvaaxlgFj";"1465636377802928130";1.46563637780292813E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"17:58:37";"1427899544793018368";"ptsnewsbahasaid";"Warta Berita PTS Taiwan å…¬è¦–å?°å°¼èªžæ–°è?ž";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/ptsnewsBahasaID/status/1465636377802928130";;1;"https://pbs.twimg.com/ext_tw_video_thumb/1465636167823818755/pu/img/eGOC2P43o95Fwvmo.jpg";;;;;;;"[]";;;;
"in";0;0;"False";"tumbenan ngepoin go kyung pyo, tbtb ada berita dia kena covid";"1465620226385473539";1.46562022638547354E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:54:26";"990537461167108096";"heisdef";"bii";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/heisdef/status/1465620226385473539";;0;;;;;;;;"[]";;;;
"in";0;2;"False";"'''@DPR_RI meminta Kementerian Agama segera merevisi besaran biaya umrah, di tengah pandemi covid-19.   ";"1465613199168790529";1.46561319916879053E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:26:31";"124390203";"beritakbr";"KBR";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Satuan Tugas Penanganan COVID-19 menerbitkan Surat Edaran tentang Protokol Kesehatan Perjalanan Internasional pada Masa Pandemi COVID-19 sebagai upaya proteksi WNI dari kasus importasi Omicron.  Baca update berita selengkapnya di  https://t.co/7JQyYfohMo  ";"1465611386864562180";1.46561138686456218E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:19:19";"71436318";"kompastv";"KOMPAS TV";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Berita 757 | Kemungkinan varian Omicron lebih mudah dijangkiti  Menteri Kesihatan, Khairy Jamaluddin menjangkakan berkemungkinan jangkitan varian Covid-19 yang dinamakan Omicron adalah lebih mudah menular berbanding varian Delta.  ";"1465610352243052544";1.46561035224305254E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:15:12";"1391687477413302278";"berita757";"Berita 757";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"MUJ ONWJ Salurkan Bantuan Percepatan Vaksinasi Covid-19 di Subang   https://t.co/eyZL3O37th ";"1465608477699559427";1.46560847769955942E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:07:45";"1211506428520722437";"sandradarmika";"sandra dwi darmika";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"Pemerintah Kota Malang menaruh perhatian khusus untuk penyebaran varian baru Covid-19 Omicron.    https://t.co/lwroLCNfuT  ";"1465607767276679170";1.46560776727667917E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"16:04:56";"21287066";"beritajatimcom";"beritajatim";;;;;;;;;;;;;;;;;;;;;
"in";0;2;"False";"@beritacovid Nuwunsewu kulo bot ";"1465603453682688002";1.46560254265469747E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"15:47:47";"1405271547841957889";"txtngawi";"î¨€TXT NGAWI | Auto Post DMðŸ•Šï¸?";;;;;;;;;;;;;;;;;;;;;
"in";0;0;"False";"Helpless nya rasa bila baca berita pasal covid ni ya rabbiðŸ˜­ tak sangka hidup bebas macam sebelum ni adalah satu nikmat yang bakal dirindui";"1465602704634384387";1.46560216694153216E18;2021-11-30 00:00:00;2021-11-30 00:00:00;"15:44:49";"1107637226";"nntasmin";"ë‡Œì„¹ë‚¨ ë?„ë ¨ë‹˜";"[]";"[]";"[]";0;"[]";"[]";"https://twitter.com/nntasmin/status/1465602704634384387";;0;;;;;;;;"[]";;;;
